uid,name,url,movie_name,rating,comment
56523090,anewpig,https://www.douban.com/people/56523090/,特拉维夫在燃烧,推荐,《以狗血电视剧的方式打开巴以冲突的真相》 还是第一次看以喜剧题材讲述巴以关系 真是挺清奇的 借由戏中戏里男女主情感演变 思考巴以问题裹脚布般的历史 以及如今现实中的困境 历史未免复杂沉重 普通人渴望的HE却难以实现 只能继续拍上他第二季第三季...以观后效 仔细品品还是挺妙的
163515512,不玩豆瓣,https://www.douban.com/people/163515512/,特拉维夫在燃烧,推荐,非常好笑 非常讽刺 （巴以冲突）特殊环境下造就的特殊喜剧，各种在我们看来匪夷所思的事情，在他们那里就可以成立。虽带有政治色彩，但处理得比较圆融轻松，戏中戏的结构也蛮多见的，但是把戏中的戏故意设置得如刺狗血、廉价、滑稽、做作，是不是也有点讽刺流水线作业的电视业？编剧一定要大量接触、深入生活、采集生活方方面面的信息，才能写出贴地的台词。男主角演得真好，值的一座表演奖杯。
47506572,凌子本凌,https://www.douban.com/people/47506572/,特拉维夫在燃烧,还行,这说明了没人在乎zz，大家只想看美女帅哥谈恋爱而已
henshss,雲燕小抗,https://www.douban.com/people/henshss/,特拉维夫在燃烧,推荐,把民族大义、血海深仇化为一出市民喜剧，弱者不煽情，占领者不丑化，实属不易。
78164697,字母君,https://www.douban.com/people/78164697/,特拉维夫在燃烧,还行,终于在地平线看上了一部傻乐的片子，非常好笑，捧花藏炸弹那段简直了……将巴以冲突讲得如此戏谑也是难得，不过冲突解决都比较偷懒随意（尤其感情戏），不太经得起细想。
60169569,Polaris.J,https://www.douban.com/people/60169569/,特拉维夫在燃烧,推荐,开始没看进去，后来有点儿意思。
nidaye2,Mr.Moonlight,https://www.douban.com/people/nidaye2/,特拉维夫在燃烧,推荐,过程爽，结尾迷，当然也可以理解成讽刺吧。在剧情发展奔着提出巴以冲突终极解决方案的时候，猛然来个莫名其妙的结尾，总比微笑着呼唤“爱与宽容”要好。
52911681,爱吃鱿鱼的猫,https://www.douban.com/people/52911681/,特拉维夫在燃烧,力荐,"必须五星，个人成长、政治、爱情、戏中戏等元素一应俱全。""The sign that two people are in love is that they listen to each other""."
136169341,BeateZ,https://www.douban.com/people/136169341/,特拉维夫在燃烧,推荐,"真的很不错啊！喜剧节奏把握得特别好，用轻松的手法处理严肃的主题。映后Q&A，导演说""For people who watch the cinema, soap opera is ridiculous.""而正是因此本片的戏中戏才会拿soap opera里的故事开玩笑，让涉及到政治的对话听上去没有那么沉重。"
135958354,等待戈多,https://www.douban.com/people/135958354/,特拉维夫在燃烧,力荐,不明白这么好的电影为什么评分这么低，以色列视角的剧情中加入符合巴勒斯坦人价值观的元素。无奈之下屌丝编剧左支右绌，两头逢源，惹出笑果无数。编导用戏中戏的巧妙手法，表现巴勒斯坦和以色列之间无处不在的文化冲突，落笔举重若轻。虽说结局有些仓促，但仍然符合一部优质喜剧的要求——笑料自然生动，源于生活更能反映生活。
